기준_년분기_코드,행정동_코드,행정동_코드_명,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20253,11740700,둔촌2동,3414406,7,4506159000,784969000,83869000,136089000,569119000,868999000,150756000,28047000,303222000,335144000,1245945000,6677641,3098637,3579004,1281325,759362,997949,1050346,968127,1620531,1856009,1416164,759007,734474,1030669,881319,961900,954018,954472,951764,941417,938569,975503
20253,11740690,둔촌1동,3596734,7,24319000,8892000,620000,0,0,0,3587000,0,5894000,2084000,3242000,30002,13846,16156,6659,2516,4352,5649,3846,6980,8401,6401,3331,3256,4665,3948,4200,4206,4238,4229,4237,4360,4532
20253,11740685,길동,2840603,6,12816843000,3334686000,114347000,415497000,3178451000,148421000,421273000,506382000,742858000,491356000,3463572000,18306303,8294964,10011339,2507243,2213064,2922263,2976562,2867254,4819916,4915275,3679956,2103548,2110430,3039907,2457186,2582521,2589839,2594920,2582295,2599532,2660693,2696503
20253,11740660,성내3동,2897346,6,7999998000,1610288000,207265000,51381000,1447738000,294457000,464505000,166993000,512525000,377892000,2866954000,6680704,3100063,3580641,941998,886276,1087042,1167095,1021545,1576746,1862006,1357223,758727,747308,1070199,885242,944868,945197,948454,938577,946974,963368,993264
20253,11740650,성내2동,2824592,6,7327192000,1540489000,519876000,124933000,2296798000,158866000,166640000,159410000,261968000,176972000,1921240000,8182706,3812368,4370337,1106351,1132456,1469108,1282904,1181197,2010690,2280834,1647752,898226,917727,1347781,1090384,1148652,1138541,1148856,1140149,1148255,1215969,1242282
20253,11740640,성내1동,3438376,7,6420443000,999515000,354762000,114828000,1845939000,650943000,191412000,62985000,388944000,248218000,1562897000,5482732,2462032,3020701,961989,618285,860693,948826,851068,1241872,1402180,1149227,687177,675024,890061,679064,801177,802713,801149,798152,789252,738369,751920
20253,11740620,천호3동,3165328,7,6355660000,882675000,123274000,61642000,2597947000,17131000,110043000,217761000,504491000,352688000,1488008000,7537537,3530166,4007371,937108,1165388,1414126,1148688,1092142,1780085,2154741,1537012,812599,809704,1194365,1029117,1061146,1051314,1054741,1050348,1059941,1113916,1146129
20253,11740610,천호2동,2749741,6,74578911000,1461150000,158103000,124852000,2801500000,384870000,134651000,598563000,64922766000,619739000,3372717000,10909991,5166234,5743758,1392467,1381274,1896277,1770285,1710179,2759511,2841789,2216303,1279662,1306657,1838493,1427089,1538949,1532440,1534512,1534188,1546661,1603355,1619884
20253,11740600,천호1동,2473111,6,3324925000,897203000,90251000,55076000,605849000,32005000,254977000,32009000,224571000,143692000,989292000,10199559,4751410,5448149,1724565,1117406,1493965,1686809,1569986,2606827,2943532,2090918,1117087,1121719,1571549,1354755,1454791,1442215,1452020,1443626,1434669,1466908,1505327
20253,11740590,암사3동,4470889,8,1754291000,535895000,21838000,27376000,212006000,10482000,385688000,0,145278000,95922000,319806000,1651297,772694,878602,385191,163455,223780,276615,237552,364704,461603,373012,182340,171781,244484,218076,237555,238271,239159,241516,236669,228086,230040
20253,11740580,암사2동,3688535,7,2902861000,525382000,15527000,25741000,613618000,124712000,234168000,43265000,241703000,117286000,961459000,2273718,1065194,1208525,322555,270236,400525,397489,364411,518504,618718,455720,251096,257368,385081,305736,320598,315964,315776,315391,321392,341667,342932
20253,11740570,암사1동,2852157,6,6730150000,3016804000,93031000,36967000,844177000,486027000,190475000,156699000,270087000,299396000,1336487000,8363335,3907681,4455653,1366060,906831,1244850,1427262,1335077,2083253,2415871,1686172,876543,881171,1348842,1154736,1173526,1163806,1166484,1158609,1162737,1243582,1294591
20253,11740560,고덕2동,2465499,6,2980426000,921236000,23417000,52790000,826689000,31770000,400378000,14131000,95563000,114951000,499501000,2166822,1011781,1155041,495782,189891,317436,423646,268935,471132,557124,472966,259941,251502,348143,277148,310460,309723,309910,309320,308731,308285,310394
20253,11740550,고덕1동,4618641,8,1765942000,881185000,17661000,9357000,159658000,22411000,250123000,10954000,70398000,50232000,293963000,3548896,1733558,1815338,1284756,247371,332195,663181,402287,619104,1022249,755878,387192,384418,531067,468091,507273,507228,507728,505778,501825,504913,514151
20253,11740540,명일2동,4514278,8,7136615000,941995000,32626000,7350000,2050869000,20261000,2128087000,41606000,370389000,184382000,1359050000,2187076,1028052,1159023,675787,204508,201959,351555,280145,473123,557411,447407,265042,268541,378046,270630,315472,317509,318750,315966,313802,307133,298447
20253,11740530,명일1동,3540203,7,7354351000,1845160000,109772000,42587000,1786024000,62264000,842244000,190721000,270385000,262250000,1942944000,4605872,2048506,2557365,902423,438559,572026,802217,663444,1227200,1108655,935416,561236,558221,843642,598703,633623,637762,649751,637048,644057,679028,724603
20253,11740520,상일동,3690212,7,3553740000,1337941000,26730000,6033000,330375000,67586000,264807000,60638000,557703000,67739000,834188000,3432533,1576845,1855690,753238,296026,477966,703585,463299,738420,916518,709583,390175,390841,568152,457266,492178,491117,494442,492599,489632,484058,488508
20253,11740515,강일동,3073250,7,3594286000,1354259000,8953000,22801000,614033000,311791000,395829000,2916000,192717000,85072000,605915000,3514014,1649684,1864330,837072,312863,458637,642246,492363,770832,1034502,757694,370124,354470,515998,481229,505853,503748,501171,500289,494474,494933,513548
20253,11710720,잠실7동,6014516,9,526186000,200962000,8562000,61615000,24980000,468000,33039000,0,118055000,5455000,73050000,703375,309662,393713,113014,93380,111000,124277,106527,155178,186202,157636,85769,81841,106674,85251,99197,102305,101997,102357,100130,97309,100080
20253,11710710,잠실6동,5237775,9,38670504000,2831360000,387012000,29091000,7150519000,302154000,215741000,18992000,22589691000,881303000,4264641000,2368425,1110308,1258117,347620,346621,436541,490054,333745,413844,406367,501341,376696,395081,447018,241922,351085,359450,358600,356455,346686,308461,287687
20253,11710690,잠실4동,6007987,9,1759487000,610277000,20637000,1617000,540450000,2061000,189411000,3588000,69277000,92454000,229715000,2116808,983315,1133493,483463,249019,311470,410504,286278,376074,640157,470823,224561,221434,291077,268756,303981,305082,303212,303567,300982,302759,297226
20253,11710680,잠실3동,5452682,9,8490623000,1094390000,235817000,90939000,1338888000,2759000,305029000,121504000,4079228000,452545000,769524000,3597594,1573928,2023666,913410,408274,498030,678401,469629,629846,832859,729350,464274,482284,649859,438968,501403,505060,506152,512521,513181,536249,523029
20253,11710670,잠실2동,6352641,9,3895089000,783520000,95925000,12545000,1349317000,12218000,512948000,0,452325000,193031000,483260000,2245535,1015880,1229655,683613,226580,237696,455875,306448,335325,692741,463066,223134,226592,336245,303756,313164,314974,314542,315651,321931,332557,332715
20253,11710650,잠실본동,3079387,7,18611799000,3052100000,115041000,139080000,4012509000,1427955000,750623000,862372000,1675874000,700250000,5875995000,8130053,3837286,4292766,1236059,1295510,1603546,1473298,1113488,1408150,2082820,1592460,936533,974146,1446080,1098014,1135944,1136708,1138495,1139573,1161735,1220467,1197134
20253,11710647,위례동,4202887,8,4434520000,759564000,57194000,7162000,436023000,932164000,741167000,26870000,223233000,178687000,1072456000,3340138,1495492,1844645,1085993,268978,482453,652305,399895,450515,912689,658377,363159,380457,570229,455227,468068,466348,466484,465089,471016,498455,504677
20253,11710646,장지동,3263464,7,3860305000,1360250000,32158000,30238000,542828000,357186000,463685000,53575000,208345000,90013000,722027000,7646751,3544383,4102369,1454634,882176,1317174,1303707,1094271,1594790,2161115,1626588,830011,820346,1189412,1019280,1086937,1082678,1088393,1081935,1075257,1097566,1133989
20253,11710642,문정2동,4425648,8,21788824000,3231876000,3418489000,1757313000,4760578000,994895000,324242000,300415000,1072790000,961190000,4967036000,2893688,1443182,1450505,281975,391182,633300,573503,452982,560747,635939,617995,422474,419959,475417,321904,437840,439586,440564,437390,426994,365029,346287
20253,11710641,문정1동,3568357,7,3477814000,1041644000,112001000,33702000,362155000,105432000,170177000,101585000,412656000,89547000,1048915000,4305386,2045557,2259829,615267,617728,860872,753127,605286,853104,1163500,909002,519041,497878,670113,545854,629184,626489,626015,626871,618239,585595,592993
20253,11710632,가락2동,3910198,8,6400931000,1734831000,40664000,66534000,1471258000,379772000,558370000,70980000,345790000,275969000,1456763000,5751748,2650994,3100756,1030444,682845,869234,913845,873863,1381517,1548759,1194176,659001,662373,934154,753286,823534,818231,824102,815758,813682,821657,834785
20253,11710631,가락1동,4973588,9,6226197000,3381885000,60035000,149531000,782308000,10932000,265837000,12802000,195735000,457130000,910002000,751209,364614,386595,132622,67246,135716,148132,109350,158143,192889,155989,89008,89219,126112,97993,107973,107495,107412,107386,108131,107780,105031
20253,11710620,가락본동,3521561,7,9896719000,1432858000,143530000,167382000,2880748000,290274000,173304000,455699000,750873000,310016000,3292035000,8767193,4266994,4500198,1213849,1055156,1629572,1641290,1413203,1814121,2145474,1795303,1108957,1103196,1478859,1135405,1279246,1286877,1284075,1281861,1274557,1195774,1164803
20253,11710610,삼전동,2779980,6,7824613000,1741281000,92083000,262562000,1463815000,226810000,831143000,88886000,768278000,579083000,1770672000,6228098,2857458,3370641,941774,902816,1340910,1110816,801258,1130525,1820391,1266606,665665,666221,983101,826115,888498,881046,881518,877854,874852,902367,921961
20253,11710600,석촌동,2927911,6,11224386000,2672824000,234925000,83691000,2073015000,1046685000,573627000,270569000,662510000,550284000,3056256000,6641013,3068286,3572726,872374,983855,1486456,1188242,879357,1230728,1792585,1349511,770736,759260,1093841,875077,936947,940468,940746,943418,943175,959848,976411
20253,11710590,송파2동,4370970,8,3329403000,724570000,27570000,278357000,387967000,780788000,366307000,15838000,163944000,79873000,504189000,2908636,1282914,1625722,656813,318820,437063,475445,395017,625477,758945,622909,354780,343934,462837,365232,417767,416810,417962,417380,416906,408378,413431
20253,11710580,송파1동,3129216,7,9248711000,1714311000,145855000,88398000,1487849000,112439000,357667000,224190000,572588000,622786000,3922628000,5637207,2552744,3084463,704084,1009098,1284477,931004,724606,983938,1449349,1109995,672207,679581,996857,729217,789162,790474,792198,792549,805145,842769,824909
20253,11710570,오금동,3510674,7,6861823000,1687300000,46904000,191900000,1158916000,805101000,799550000,72519000,380288000,128917000,1590428000,9692539,4502400,5190139,2016236,1002863,1221686,1500113,1518797,2432846,2540311,2051249,1183657,1143654,1560548,1213121,1389399,1381327,1379663,1384760,1376670,1374053,1406665
20253,11710566,오륜동,6095160,9,2469788000,938264000,59819000,7389000,167107000,21560000,188761000,14026000,511342000,41234000,520286000,740151,347025,393126,161834,88952,93108,127280,97081,171896,174067,162547,89642,91153,128506,94236,102569,102631,102302,103270,106532,109342,113504
20253,11710562,방이2동,2928271,6,1.42E+11,2382655000,121409000,-537000,2367332000,425200000,1057362000,866021000,1.27E+11,567101000,7391574000,6231598,2965578,3266019,725829,1229464,1444809,1066562,775595,989338,1539319,1206825,742904,755692,1145234,841623,877135,883667,888896,886840,901353,918896,874812
20253,11710561,방이1동,3970520,8,5827543000,584611000,85689000,15925000,849555000,313466000,1932512000,92389000,164655000,162966000,1625775000,3288095,1541460,1746634,946518,355375,416952,528501,423686,617060,682001,587786,407461,462788,735977,412082,469101,477222,466742,477411,470733,472919,453965
20253,11710550,마천2동,2339431,5,3721593000,1519174000,105949000,55355000,801679000,147825000,59961000,102007000,103778000,71948000,753917000,4745569,2294385,2451185,668198,466911,581343,668402,816718,1543997,1354097,951560,509132,518164,774221,638396,664529,658549,662436,657567,663333,705234,733920
20253,11710540,마천1동,2435636,5,1403349000,611966000,36275000,48006000,358090000,47095000,51088000,30219000,34280000,25431000,160899000,2651578,1292577,1359001,447156,266472,314135,375933,475753,772131,805259,555592,264138,264009,397274,365306,371545,369726,369743,366959,368482,391540,413583
20253,11710532,거여2동,3033238,7,3326605000,1008362000,23890000,24380000,780585000,34778000,128618000,72096000,258019000,146073000,849804000,3649798,1637527,2012271,636077,338953,542665,594457,560808,976837,1121034,750902,372011,362689,543041,500120,521328,518102,518301,515021,515723,524132,537191
20253,11710531,거여1동,2789100,6,1894025000,523568000,9800000,52155000,289979000,87376000,140151000,109019000,72721000,80355000,528901000,3418112,1624814,1793298,510858,374190,473156,523036,609294,927578,933739,693151,376832,380467,568374,465548,484855,481919,481426,481437,483512,498217,506746
20253,11710520,풍납2동,3891704,8,5470528000,1060746000,11656000,10707000,3083177000,117106000,202878000,27835000,515396000,63858000,377169000,5130542,2320767,2809774,901102,592998,798093,871403,812935,1154010,1449624,1118663,579954,557530,761156,663615,739596,744395,745897,740492,731936,705518,722709
20253,11710510,풍납1동,3011150,7,1577260000,478216000,16187000,231612000,82403000,15644000,62419000,34291000,68956000,283642000,303890000,4343516,2012686,2330830,567902,535523,690837,645148,711686,1192420,1246268,897423,463791,460359,685338,590335,614762,613313,613651,610820,612745,634258,643966
20253,11680750,수서동,3847379,8,1.54E+11,990921000,89130000,2702000,2348078000,19687150000,68264000,54745000,1.29E+11,135225000,1601364000,2232614,1059639,1172976,299622,222613,343111,384536,330846,651884,436555,518446,338065,314526,370389,254631,339704,342348,343067,340988,330808,273788,261912
20253,11680740,일원2동,4553185,8,1312418000,500673000,11467000,13753000,229827000,82217000,101203000,6353000,75028000,39327000,252570000,1360721,676547,684172,366224,120390,185660,278098,181878,228468,394059,294487,146757,143295,196424,185696,196180,196640,197909,197333,195306,186294,191056
20253,11680730,일원1동,3022931,7,2737078000,566347000,22036000,27516000,717201000,224171000,70395000,86840000,123719000,64880000,833973000,2493544,1199692,1293852,332642,323500,418393,462030,368897,588082,647844,529575,294953,287623,406568,326982,359746,359462,357512,356323,354809,349400,356293
20253,11680720,일원본동,5444886,9,5194875000,797897000,8523000,10916000,3143448000,4115000,228709000,0,220805000,105588000,674874000,2422166,1163863,1258302,679244,186376,252062,438735,334017,531732,744510,534480,251011,226397,325458,340309,351791,353386,353015,350942,344693,328557,339779
20253,11680700,세곡동,3885403,8,5790364000,1529351000,45724000,66895000,742438000,822357000,739565000,23485000,315728000,326935000,1177886000,3382325,1543964,1838361,884129,323208,482919,577353,417999,696717,947807,711730,371107,365562,530039,456080,482926,480930,483113,477707,476680,483789,497183
20253,11680690,개포4동,3550527,7,3463952000,881293000,51659000,120656000,653348000,158045000,179587000,31388000,250098000,312962000,824916000,3410027,1608282,1801746,594322,377409,551330,627914,579047,680004,961089,730237,401093,389862,506302,421446,500361,496357,497707,496053,487574,463998,467979
20253,11680670,개포2동,5195802,9,2354478000,749844000,32746000,8174000,442028000,20200000,260528000,47315000,157920000,126491000,509232000,2144568,958558,1186010,554461,183015,261021,396506,295610,453955,531593,464211,265606,258754,350977,273428,310366,309188,311456,310628,309908,300913,292111
20253,11680660,개포1동,5336373,9,395766000,97896000,8975000,1714000,252704000,0,9914000,0,3857000,7064000,13642000,2143956,957480,1186474,604306,153795,231251,422113,279059,453432,652054,460317,217962,209096,305245,299282,301551,300965,301558,299547,301163,308129,331044
20253,11680656,도곡2동,6567504,9,76007215000,1297326000,145962000,99629000,956360000,273281000,595268000,76298000,69281691000,568850000,2712550000,4089946,1857644,2232304,1007714,392925,486072,864654,634402,704180,967579,865995,561141,546346,666568,482317,598226,598709,602770,599490,592859,554413,543477
20253,11680655,도곡1동,5412484,9,36065281000,973249000,29082000,91032000,11683384000,817522000,514845000,44589000,19934505000,297007000,1680066000,8695467,4073713,4621755,1829806,923494,1344797,1794052,1277316,1526002,2044651,1828866,1152773,1162894,1433230,1073053,1270284,1295350,1297828,1283514,1261164,1149033,1138292
20253,11680650,역삼2동,5367397,9,6.92E+11,2032696000,186348000,176070000,4709190000,496299000,759957000,171567000,1.56E+11,5.24E+11,3696184000,12482409,5943534,6538877,2538513,1824585,2246631,2681202,1741069,1450409,2635537,2769448,1896136,1878107,1981469,1321712,1904222,1939360,1941446,1919853,1841815,1499044,1436669
20253,11680640,역삼1동,3607265,7,1.35E+12,7393588000,2720487000,884110000,32449531000,519919000,5490196000,2750916000,1.11E+12,1.69E+11,19460611000,20900630,10667096,10233536,1375068,4856762,5738500,4339129,2500730,2090439,3297784,4299833,3681560,3672760,3936783,2011909,3250689,3346118,3336910,3331577,3181686,2361804,2091847
20253,11680630,대치4동,4101144,8,1.90E+11,2330185000,229126000,171936000,2912894000,350603000,7413909000,491986000,983626000,1.70E+11,5240899000,10740014,5341700,5398313,3132481,1435423,1613186,1982158,1483749,1093018,1953878,2083263,1637031,1694981,2184453,1186410,1555959,1580835,1579520,1590792,1559721,1491947,1381239
20253,11680610,대치2동,6017362,9,25199954000,2119943000,6245617000,242532000,4283466000,431488000,6048621000,147828000,1446136000,925765000,3308558000,6783054,3629545,3153509,2114503,777306,953404,1336461,853657,747722,1099950,1401501,1104775,1170807,1339241,666779,1022879,1028864,1015281,1025273,989321,879906,821530
20253,11680600,대치1동,7421305,10,11649936000,1252960000,19810000,2130000,2259640000,17699000,5005859000,32995000,1286609000,441091000,1331143000,4501935,2162882,2339056,1949297,334180,281156,860342,568416,508544,1030727,874912,563684,617299,858062,557250,643090,644798,630323,644254,641568,663322,634580
20253,11680590,삼성2동,5055114,9,15906578000,2989776000,789343000,75799000,2528940000,202290000,4588088000,315126000,1168314000,649879000,2599023000,8923470,4372146,4551323,1417584,1250596,1759895,1994782,1322430,1178182,2080818,1948971,1264933,1257302,1378525,992922,1361846,1382451,1370846,1366618,1309302,1081603,1050803
20253,11680580,삼성1동,5098096,9,36249730000,1897740000,8027887000,583497000,4747515000,267402000,342990000,257618000,10981019000,4146093000,4997969000,4991598,2508263,2483336,563008,734519,1095155,1114697,761507,722712,749233,1099023,908437,897818,890249,446838,741265,768772,770917,783594,754308,614179,558562
20253,11680565,청담동,5010204,9,30832172000,2200216000,3206795000,453946000,10449611000,1086650000,402666000,686102000,1635069000,5630187000,5080930000,9185850,4278345,4907505,1183071,1346814,1824935,1981873,1363751,1485407,1828718,1985202,1443839,1403820,1547161,977112,1317549,1380471,1390897,1392783,1382128,1229162,1092860
20253,11680545,압구정동,5808537,9,39407949000,2321652000,2514335000,284943000,13608057000,286667000,2206382000,977925000,7339068000,2621453000,7247467000,7593147,3432602,4160545,1080702,1287407,1494096,1553399,1023301,1154242,1217435,1443120,1301792,1333648,1513411,783740,1081866,1131660,1128390,1144280,1159691,1045169,902089
20253,11680531,논현2동,3973993,8,25574264000,3243278000,1024028000,1295553000,7283120000,752199000,703542000,790778000,2638243000,2064877000,5778646000,11920183,5918761,6001422,1158704,2025729,2895638,2628053,1627371,1584687,2259687,2466428,1967185,1961877,2056119,1208887,1830003,1884822,1894306,1880437,1785655,1384772,1260187
20253,11680521,논현1동,3277066,7,40560965000,2513496000,420852000,457738000,16926228000,184794000,1700010000,949069000,10120193000,1519913000,5768672000,9474796,4526438,4948358,578043,2063196,2512905,1954327,1172797,1193529,1937626,1988758,1436034,1448214,1650708,1013456,1429875,1455899,1456892,1454343,1417959,1173714,1086114
20253,11680510,신사동,5099915,9,37927115000,1792088000,1279675000,96113000,18510288000,361017000,1075626000,791162000,6585389000,1490765000,5944992000,6653298,3076687,3576610,803157,1207942,1428698,1383319,912746,917437,1031414,1271915,1141648,1186832,1358962,662526,973335,1011186,1004253,1008428,1015784,884512,755800
20253,11650660,내곡동,4047063,8,3063981000,665288000,19810000,98029000,298497000,657909000,127796000,13608000,374571000,59291000,749182000,1843178,908350,934827,580495,147190,219228,317065,218725,360475,515325,407744,213058,204583,264793,237674,266172,270272,268175,268230,264772,249772,255785
20253,11650652,양재2동,3222382,7,10438645000,2647084000,87454000,100618000,1485227000,762255000,807351000,165397000,667022000,275768000,3440469000,5698690,2973970,2724719,687708,782408,1227555,1153399,906405,941215,1262851,1245539,817430,793210,931420,648241,854154,859033,860167,858435,838426,721502,706973
20253,11650651,양재1동,4173236,8,10576091000,1840720000,192374000,105777000,2335122000,602145000,605411000,278868000,757531000,798245000,3059898000,8747732,4388835,4358897,1439337,1073030,1687826,1703576,1262496,1581465,1863740,1910533,1301900,1264872,1444585,962102,1334615,1344672,1344365,1340969,1276016,1053425,1053669
20253,11650621,방배4동,4557937,8,6833355000,919510000,136815000,59019000,2168092000,209292000,544252000,74712000,503799000,426116000,1791748000,6246541,2769734,3476806,1149765,784082,940983,1176774,973396,1221540,1521253,1300728,782746,788016,1070838,782960,906032,907943,905702,905131,906858,864707,850167
20253,11650620,방배3동,4681587,8,4552422000,455329000,32979000,37965000,3002001000,146114000,199002000,4724000,141059000,111699000,421550000,3438475,1593283,1845193,632670,443189,483255,592618,540225,746518,965066,782066,404890,378033,475034,433387,497786,504905,507205,505648,492888,461734,468310
20253,11650610,방배2동,3864301,8,68529952000,1258202000,67673000,32725000,876595000,187517000,537920000,355600000,60345467000,253224000,4615029000,4440915,2038352,2402563,675016,658996,739789,718866,660680,987570,1046016,904245,564023,562658,807117,556857,638082,639142,643346,644549,652336,626916,596543
20253,11650600,방배1동,4069239,8,6543871000,2046358000,79560000,118366000,1562897000,22522000,432507000,108415000,275344000,418364000,1479538000,4397988,2036463,2361525,816040,607270,764402,766349,625185,818740,1105385,911207,558231,557676,728587,536903,642277,647680,647560,645313,627890,597580,589687
20253,11650590,방배본동,4856162,8,19572401000,913282000,107921000,88052000,893921000,644651000,563601000,35281000,387108000,14772515000,1166069000,4759818,2141069,2618749,1040006,496246,595747,914701,749919,963202,1264576,987593,566705,568779,766451,605715,681513,683122,686258,682767,679131,672901,674127
20253,11650581,반포4동,5280483,9,30942246000,2474566000,1431159000,138224000,14199993000,955229000,2678366000,130742000,1492984000,1033031000,6407952000,5279474,2422285,2857189,1470833,449444,613914,1085083,758998,901202,1287012,1056829,669045,710797,924206,631586,771754,775497,768553,773128,767230,727967,695343
20253,11650580,반포3동,6140775,9,5463876000,464733000,649348000,156564000,1018901000,36146000,989921000,53762000,763626000,126382000,1204493000,3302145,1493070,1809075,802248,366002,395371,632505,534674,571345,714676,659826,433312,460667,627548,406115,459248,463069,467677,470591,479752,490710,471099
20253,11650570,반포2동,6812331,9,1968421000,492551000,4227000,119000,281443000,17763000,344573000,0,76038000,151921000,599786000,1939613,884401,1055213,548853,193798,230510,387506,281728,297219,418472,436063,269240,266433,330266,219139,276006,279469,281409,283487,283850,271479,263913
20253,11650560,반포1동,5338302,9,8929059000,1168712000,31161000,65909000,3869194000,392741000,527156000,90564000,1014347000,384499000,1384776000,6697039,3220363,3476676,1101409,1070555,1356896,1408013,862272,897894,1636937,1399435,862463,870656,1118098,809451,969854,975808,975025,978845,975428,936639,885441
20253,11650550,반포본동,5583021,9,411834000,30056000,32383000,2070000,23457000,10596000,213598000,17000,36831000,9857000,52969000,515061,288039,227022,92596,59197,75472,103725,94608,89465,86249,143164,78274,74535,81291,51547,76018,77794,76745,78129,78218,69704,58453
20253,11650540,잠원동,5458458,9,9618095000,792592000,259456000,92526000,4434754000,136254000,775670000,385669000,582778000,309881000,1848515000,6977070,3312425,3664644,1218773,963030,1219439,1462766,1042179,1070884,1615004,1483472,952327,956501,1161902,807866,1025993,1036791,1029976,1037352,1027232,941967,877758
20253,11650531,서초4동,6475383,9,33224825000,1808519000,1431253000,135923000,18631852000,323896000,1493933000,1319560000,1579860000,989874000,5510155000,6597918,3122302,3475615,1134630,1276381,1199142,1276417,874913,836437,1248661,1335791,1035254,1042000,1220247,715966,990890,1006146,995208,1004412,1002950,860866,737446
20253,11650530,서초3동,4678950,8,1.91E+11,2350873000,140635000,6949153000,4602850000,557823000,856642000,458042000,1.68E+11,674166000,6965537000,12272542,6113004,6159538,1625716,1920322,2389677,2445494,1947035,1944297,2359845,2676367,1962358,1919732,2091884,1262354,1843308,1891714,1892018,1886634,1808831,1478439,1471600
20253,11650520,서초2동,5196131,9,1.68E+11,1498020000,70622000,1920274000,6489020000,95411000,1035523000,189542000,1764617000,1.51E+11,4139385000,7092897,3537020,3555877,843671,1183836,1681960,1566527,972265,844640,1236063,1557977,1189791,1159638,1250890,698538,1110243,1136434,1132272,1126790,1078850,793011,715297
20253,11650510,서초1동,4769119,8,11334692000,1556801000,253323000,157687000,3685751000,505562000,878648000,167251000,1208785000,526987000,2393897000,7737320,3750707,3986613,1073330,1179048,1394666,1519901,1215518,1354856,1600287,1691497,1159666,1142464,1306499,836907,1172552,1179470,1182294,1177635,1151497,967079,906794
20253,11620775,난곡동,2268676,5,2790631000,1239347000,25683000,14326000,693274000,42912000,136977000,18993000,100201000,73402000,445516000,5557997,2630645,2927352,811020,680298,861127,862147,837851,1505553,1649639,1159403,579202,570535,844935,754283,784881,778471,778393,776758,772715,813819,852957
20253,11620765,미성동,2676537,6,3850742000,1064155000,201080000,80639000,417244000,351148000,255427000,118749000,193694000,328582000,840024000,5216546,2357492,2859054,797878,749177,814763,794670,802176,1257883,1561918,1096275,554155,532942,775420,695834,744094,739007,738518,730921,730466,753267,780275
20253,11620745,삼성동,2593695,6,1863483000,1204835000,30067000,14283000,212556000,9555000,16345000,20610000,91101000,58498000,205633000,6866480,3466796,3399685,618857,1340678,1030067,954533,1012433,1909913,1954001,1392171,740532,728638,1104126,947015,979069,976823,978824,973192,968171,982784,1007616
20253,11620735,대학동,2622408,6,7172841000,3219905000,45710000,19399000,804997000,10111000,232573000,187413000,315140000,226577000,2111016000,6344568,3649995,2694574,514135,2090713,1285938,839112,700022,914651,1711603,1310378,722484,712711,1034076,853316,901140,902598,903448,899021,901330,913586,923443
20253,11620725,조원동,2523192,6,7130833000,2004376000,76303000,71690000,1577617000,92293000,54466000,549252000,419212000,475356000,1810268000,7930493,4008248,3922244,518824,1615001,1906207,1417832,1119597,1353030,1921741,1611011,1000864,1012368,1372504,1012003,1149858,1158096,1160801,1154486,1141363,1086482,1079405
20253,11620715,난향동,3262195,7,738940000,401640000,7906000,865000,31303000,0,74787000,31633000,49101000,19752000,121953000,1380825,649230,731596,283515,119319,161152,253936,235651,327252,364875,277375,159773,164295,235227,179281,194714,192259,194375,192983,192916,204245,209333
20253,11620695,신림동,2434279,5,9170913000,1830143000,119611000,23994000,2250684000,89768000,58918000,699169000,743178000,528330000,2827118000,9702845,5077313,4625532,435808,3404727,2478291,1303747,914766,1165507,2608430,1948007,1044800,1058542,1689068,1353999,1339566,1331387,1341833,1332148,1362670,1487406,1507835
20253,11620685,신사동,2430662,5,3714605000,1470390000,63879000,96150000,624451000,70475000,77200000,185011000,166854000,153762000,806433000,7263303,3473620,3789682,552593,1865647,1454840,991884,962061,1436277,2171062,1547844,726675,707639,1106780,1003304,1019844,1013531,1016226,1011474,1013495,1068844,1119888
20253,11620665,서림동,2530625,6,2450925000,868344000,28076000,21238000,95077000,306444000,255178000,14567000,266717000,28078000,567206000,4925507,2661361,2264146,477374,1322656,987189,679578,614473,844238,1546293,1041902,484123,462509,712968,677713,688909,680878,683085,683683,684100,730732,774120
20253,11620655,신원동,2403237,5,2112041000,1002668000,30547000,30304000,133281000,59439000,37174000,58428000,109274000,55280000,595646000,5957732,2973695,2984038,524461,1473315,1321130,822831,720676,1095320,1743761,1230500,616314,599079,934301,833776,830687,820136,834239,827493,829653,887217,928307
20253,11620645,서원동,2412001,5,13113627000,1673105000,799602000,175999000,3736891000,99443000,239207000,747401000,1193503000,463205000,3985271000,5254418,2637918,2616501,392689,1442609,1173431,708617,615562,921511,1549139,1074642,541208,532272,826844,730313,732143,723026,730224,725634,739405,791109,812879
