기준_년분기_코드,행정동_코드,행정동_코드_명,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20252,11560670,신길5동,2656511,6,1852152000,213610000,43716000,86880000,268276000,589805000,93288000,21243000,39762000,66480000,429092000,3055448,1412298,1643150,439106,322148,465094,518894,508769,801436,807547,642515,349325,338730,508884,408445,431424,429370,426004,426968,432216,449279,460186
20252,11560660,신길4동,2717791,6,962174000,370375000,5731000,6035000,202045000,5365000,70642000,26336000,29541000,50319000,195785000,2498278,1207583,1290694,279476,288308,402654,414794,407059,705987,770660,505572,246349,246137,382296,347265,351052,352991,345364,346289,350683,369138,382758
20252,11560650,신길3동,3085442,7,3514862000,942403000,74884000,158956000,796543000,458277000,167585000,60479000,138274000,73857000,643604000,6285384,3010473,3274911,1029202,725496,982176,951746,998024,1598740,1798007,1257882,658577,668074,1033019,869826,881054,886070,869634,874000,878518,934775,961333
20252,11560630,신길1동,2780044,6,4286666000,1100020000,77037000,36530000,1287927000,484327000,110368000,60732000,222338000,86731000,820656000,5577086,2730651,2846435,603493,906636,1013943,856121,826563,1370328,1588192,1183929,598940,588284,871151,746588,789893,794830,786012,789561,787518,804787,824484
20252,11560620,양평2동,3672088,7,13781786000,1609089000,95529000,376352000,562798000,659583000,181322000,150914000,8029217000,169980000,1947002000,4820932,2396614,2424318,576601,740744,1218127,913575,661941,709942,1259476,1075698,603958,579981,711206,590612,711022,708653,725387,717319,708537,625312,624701
20252,11560610,양평1동,3508250,7,4216299000,672213000,27156000,32322000,378817000,1022722000,95594000,32671000,430344000,197448000,1327012000,5187139,2506299,2680839,587174,844229,1227356,979609,721819,826952,1264057,1139248,723083,688920,777116,594714,778165,767547,786636,778304,761098,656682,658706
20252,11560605,문래동,4019445,8,1.51E+12,2195390000,102412000,304642000,2202485000,456881000,484612000,321934000,1.50E+12,587881000,4624038000,9109639,4400712,4708927,1198323,1269988,1830874,1814327,1345462,1650663,1756082,1870065,1343403,1371879,1731938,1036270,1312630,1315498,1342803,1334837,1353926,1261179,1188765
20252,11560585,도림동,3031484,7,2394505000,1028720000,11560000,50380000,122022000,146229000,93497000,56749000,163814000,95241000,626293000,5332644,2531169,2801477,637117,714286,984006,852973,851810,1292455,1608294,1083374,522157,525713,839541,753563,735718,740392,729445,734251,736677,808049,848111
20252,11560560,당산2동,4130932,8,8595300000,1892343000,127520000,28513000,1465896000,90419000,450984000,295756000,459582000,596812000,3187475000,8744512,4089500,4655013,1259792,1527129,2009692,1479285,1072841,1395770,2250884,1881678,1037601,1028245,1427606,1118499,1249461,1258460,1277907,1268350,1269156,1215886,1205293
20252,11560550,당산1동,3536432,7,6192886000,1126686000,75671000,64062000,802824000,246302000,161195000,211666000,354516000,624087000,2525877000,7159121,3429957,3729164,655694,1264597,1681068,1221349,1037683,1298729,1624996,1499392,1007944,993488,1201694,831607,1037618,1034009,1060935,1053874,1052710,981369,938607
20252,11560540,여의동,5590853,9,1.78E+11,4424037000,951473000,306918000,7298116000,1.04E+11,815856000,727324000,24710617000,20379399000,14601589000,6469796,3290907,3178889,752095,898037,1404073,1429123,977229,1009240,1137779,1468221,1099670,1085641,1082306,596178,992916,989178,1043531,1020283,989662,718834,715394
20252,11560535,영등포동,3570107,7,29287290000,2854875000,2258136000,1082357000,5763353000,391282000,274162000,1150781000,5591325000,1013500000,8907519000,10387036,5135723,5251313,741828,2267172,2545977,1669777,1394614,1767671,2107770,2093497,1519665,1581132,1911225,1173747,1442703,1462781,1479569,1483099,1523317,1543236,1452331
20252,11560515,영등포본동,3286751,7,3925765000,1737836000,80893000,30314000,461594000,170526000,119063000,61219000,254860000,149346000,860114000,6608929,3262679,3346250,886723,970445,1118315,1053952,1006686,1572807,1847884,1395555,723649,709178,1042339,890322,932150,938563,933492,929066,932780,962484,980396
20252,11545710,시흥5동,2375052,5,1873944000,637090000,16687000,99614000,190460000,29286000,55202000,77571000,107123000,80926000,579985000,3277444,1555150,1722293,493545,358299,442993,506696,582605,893304,945859,651300,339850,348005,538112,454319,462152,464313,457953,461295,459849,480047,491833
20252,11545700,시흥4동,2405620,5,1304082000,772781000,23729000,11113000,197463000,14786000,33812000,31134000,40000000,30186000,149078000,2148493,1025821,1122672,342552,208356,298007,329780,365664,604134,681484,446885,210348,206033,309569,294176,304506,302719,293493,297070,296399,318027,336281
20252,11545690,시흥3동,2516251,6,1530380000,390430000,11896000,70708000,79728000,502874000,17569000,55971000,28218000,22285000,350701000,1221727,606951,614776,184852,122931,180309,190100,208100,335437,360912,270734,128466,121194,175291,165132,175580,175600,175663,175868,174631,171344,173041
20252,11545680,시흥2동,3181421,7,782078000,439944000,24551000,5121000,56627000,4610000,117940000,4927000,41631000,25350000,61377000,1537101,690999,846102,366560,125545,179787,237429,225280,402499,432377,317736,161084,167044,248116,210743,217879,217487,216424,215317,214471,223895,231627
20252,11545670,시흥1동,2757307,6,9975122000,3376930000,203935000,89148000,1649067000,553204000,326242000,327121000,525734000,265558000,2658183000,5394252,2622202,2772051,737294,671087,905068,856959,908536,1315310,1419178,1056557,628185,635060,931345,723927,765919,771024,764849,765321,768800,783310,775030
20252,11545640,독산4동,2255044,5,1982919000,400992000,21273000,12372000,321983000,166637000,48026000,177929000,131699000,106272000,595736000,3792964,1837158,1955806,357438,477702,631184,598565,703647,1024430,1110427,764751,388738,386546,607907,534595,534428,535861,531796,527641,528486,556083,578669
20252,11545630,독산3동,2386851,5,4850599000,1852371000,118534000,82963000,661455000,611642000,149357000,159047000,232501000,115078000,867651000,4370892,2145986,2224907,418351,634109,785136,694043,721953,1117300,1192503,894800,484534,490059,720674,588321,618231,616964,608260,612085,616514,642435,656406
20252,11545620,독산2동,2251577,5,2752094000,1008561000,89319000,31430000,208117000,475144000,62672000,58871000,190602000,50228000,577150000,3247793,1566433,1681359,328824,394183,549448,511402,592980,870957,966602,656909,330326,334402,512522,447031,454117,453745,449119,448845,448322,484420,509225
20252,11545610,독산1동,3000453,7,9624394000,2617095000,144609000,226971000,2512416000,900598000,354738000,241083000,509205000,320227000,1797452000,5238448,2681749,2556701,618606,894557,1132258,857997,746858,988173,1395432,1121979,601751,598124,837555,683608,749996,752152,750496,751101,746606,740813,747284
20252,11545510,가산동,2567594,6,36930718000,3757301000,11322227000,407609000,3847302000,684188000,263881000,520598000,9236834000,868427000,6022351000,4976484,2703158,2273326,242320,1146912,1320232,895440,683583,687997,1169271,1093152,693064,676888,775729,568383,755618,745071,772284,755684,733984,601802,612040
20252,11530800,항동,3007261,7,1240287000,326795000,11229000,586000,116585000,248442000,221840000,2329000,32884000,29356000,250241000,940538,452994,487544,248832,68407,157701,197889,109091,158618,277060,191573,97671,98173,145606,130455,133842,136204,134445,134005,134010,133152,134881
20252,11530790,수궁동,2682295,6,2526503000,751823000,29339000,11365000,113600000,634862000,438801000,26892000,96358000,38888000,384575000,1729708,793474,936234,314941,186975,226229,283282,277338,440944,461958,365684,190554,189778,289199,232537,241923,244861,245165,244478,243067,240540,269674
20252,11530780,오류2동,2781178,6,3898537000,1833339000,37264000,35389000,322262000,100520000,289246000,65020000,303626000,155897000,755974000,4903249,2232630,2670619,994019,579193,707279,773327,684489,1164942,1468774,1021150,500982,495468,750061,666812,691168,693798,690942,691347,690712,713450,731830
20252,11530770,오류1동,2574851,6,3580245000,1014133000,105726000,8733000,697148000,225970000,105321000,174235000,233510000,67515000,947954000,4068177,1879310,2188866,566859,676231,720517,596789,578518,929263,1118555,806141,427626,443280,694465,578110,560117,572296,568122,571644,567995,610383,617620
20252,11530760,개봉3동,2512790,6,2941460000,1506039000,61114000,68174000,252469000,139396000,84611000,44897000,103340000,78098000,603322000,4384281,2056972,2327308,735823,439498,644936,781466,693960,1088598,1117561,826376,487979,530348,806247,615771,613891,619493,611251,614739,619428,647942,657534
20252,11530750,개봉2동,3068971,7,3491691000,1049340000,49005000,41308000,763846000,16967000,271679000,91201000,165198000,113384000,929763000,3678617,1676272,2002348,511521,421039,598690,585417,573722,988227,1074089,732267,359317,374959,615013,522973,511841,513403,502795,504766,509242,561642,574931
20252,11530740,개봉1동,2805757,6,4779914000,1841041000,76466000,82992000,521153000,657655000,125864000,95611000,216059000,229188000,933885000,7397338,3499952,3897386,1143678,794466,1131775,1124973,1192562,2009885,2111636,1501538,798008,791920,1186990,1007246,1045400,1042056,1024753,1034708,1036376,1096512,1117535
20252,11530730,고척2동,2882639,6,3220297000,1122022000,38201000,55741000,557530000,387996000,169225000,61739000,92673000,83979000,651191000,5175445,2406055,2769391,1032792,503897,663594,786974,847858,1340332,1566806,1070343,534185,521808,778576,703725,730586,730734,724003,726092,726157,757264,780611
20252,11530720,고척1동,2972418,6,7524946000,1715743000,78964000,130573000,1729419000,105602000,266799000,189718000,697421000,129377000,2481330000,4767539,2255849,2511689,860520,647165,714018,718609,742671,1084556,1287737,966467,554385,549288,789910,619752,665075,679547,674065,675307,671576,701376,700592
20252,11530595,가리봉동,2336331,5,1471331000,559298000,11573000,28994000,138807000,189215000,2506000,100021000,54740000,28215000,357962000,2988521,1657407,1331115,108982,558440,656042,575572,523438,566046,737298,637351,386096,380363,488606,358804,435299,432634,437022,432708,425834,401719,423306
20252,11530560,구로5동,3213284,7,18764313000,5780330000,104539000,462816000,2531170000,198791000,198578000,412673000,4745995000,921369000,3408052000,6844347,3279519,3564827,830691,1066757,1292094,1111129,1076150,1467527,1642983,1417627,857344,859325,1202344,864723,966720,967604,970431,971009,978145,995349,995088
20252,11530550,구로4동,2617060,6,5513766000,2031680000,314061000,31691000,840032000,91707000,190758000,205167000,226696000,141428000,1440546000,7427933,3659248,3768684,663777,804003,1211353,1352545,1400856,1995397,1862009,1471076,876252,929642,1328073,960881,1068163,1058092,1066968,1063534,1053247,1051621,1066307
20252,11530540,구로3동,2888444,6,1.90E+12,2312258000,427771000,212522000,4516057000,353297000,343582000,599025000,1.88E+12,586665000,5580793000,7147659,3626743,3520916,697966,1085167,1510735,1397260,1098023,1358507,1646639,1541931,937383,937454,1228699,855552,1073951,1053989,1086347,1070162,1053160,906907,903141
20252,11530530,구로2동,2453690,6,15015066000,1241008000,81587000,588859000,10409788000,443312000,46307000,162255000,331959000,104576000,1605415000,8973856,4347794,4626062,791378,991926,1433196,1578290,1795910,2383156,2391413,1891592,1060540,1053978,1427724,1148609,1293193,1281728,1282013,1275136,1265040,1264457,1312289
20252,11530520,구로1동,3368067,7,1837576000,771099000,24865000,9431000,240241000,15250000,247169000,11154000,75446000,101429000,341492000,1925212,927640,997571,456910,189213,327995,334058,263896,353139,534502,422912,218863,211614,291590,245731,277134,275935,279071,280111,276596,265433,270929
20252,11530510,신도림동,4380318,8,11581985000,1508698000,90204000,34963000,1097322000,88061000,790362000,149664000,4202423000,1622767000,1997521000,6288224,2884814,3403409,1411551,686529,1070408,1149149,853502,1117085,1561064,1282995,773473,788130,1077753,804810,877849,884712,884204,884304,889365,932703,935084
20252,11500641,방화3동,3044446,7,1760284000,776180000,2034000,2789000,226151000,1549000,57003000,22753000,195910000,64706000,411209000,2387024,1119778,1267246,373556,216840,390310,413977,356286,636055,722507,494834,244107,242395,355676,327507,335630,338478,335170,334372,334432,348710,360231
20252,11500640,방화2동,2708397,6,9074592000,1263808000,3624079000,53795000,641624000,640204000,35242000,93448000,528505000,1038552000,1155335000,4410862,2139293,2271569,467818,595204,861675,717982,648708,1119473,1206979,925191,520258,507843,690685,559905,618213,623783,617624,620631,625949,646212,658450
20252,11500630,방화1동,3407916,7,7014628000,2004503000,98870000,164985000,1115655000,419911000,744979000,144271000,419038000,238072000,1664344000,7012914,3292125,3720788,1301818,688521,1131744,1172740,1002676,1715415,1926284,1440980,793571,787129,1135159,929789,992898,999050,996321,992245,993823,1014810,1023766
20252,11500620,공항동,2896818,6,8036535000,1667052000,124574000,163613000,1441915000,1070191000,179926000,136729000,1236525000,193454000,1822556000,5315237,2673430,2641807,1205495,621057,846519,949916,676973,1015278,1592592,1105974,575362,555021,782342,703947,760383,766677,764129,761782,761036,748929,752300
20252,11500615,우장산동,4135674,8,7091758000,2216605000,173740000,86213000,1608146000,121917000,1145943000,79477000,354568000,384530000,920619000,6449152,2941412,3507740,1327587,870065,948379,1125830,886908,1290385,1689314,1346473,733509,735692,1092171,851992,914341,918655,917875,920648,916229,934869,926535
20252,11500611,발산1동,3192517,7,24633851000,3713447000,143314000,180995000,10083449000,3653421000,1814443000,34050000,1208265000,856209000,2946258000,5381897,2384980,2996917,1501018,590687,638061,915153,763941,973038,1474631,1177003,641510,611809,799135,677806,785802,783862,785885,786032,778142,731449,730724
20252,11500605,가양3동,3047051,7,527073000,234927000,9524000,32530000,47614000,7091000,23132000,175000,65009000,43692000,63379000,1713632,813509,900124,138594,197178,424597,301115,227344,424807,521833,367131,187097,179980,236538,221054,249378,248901,252390,251145,245512,232026,234279
20252,11500604,가양2동,3065320,7,3005030000,1611404000,40362000,41699000,599669000,267585000,36565000,13422000,114932000,65135000,214257000,2078727,955226,1123501,198736,209188,380271,300339,260922,729270,515209,448021,248731,251446,347388,267931,297517,297460,297959,297692,296526,294037,297535
20252,11500603,가양1동,3560388,7,98057216000,3228679000,187335000,137303000,5849592000,17702752000,370781000,1074422000,48088760000,10953008000,10464584000,3045907,1500457,1545451,366929,480983,727384,548388,410221,512003,652624,665831,454756,441249,497864,333584,458336,456803,469226,462092,451681,380552,367217
20252,11500593,화곡8동,2473381,6,4571123000,1888709000,179789000,24632000,415816000,5971000,182671000,141451000,229898000,184546000,1317640000,9684433,4550960,5133474,1835562,1263449,1580773,1752914,1342885,1908848,2642036,1963003,1083707,1109928,1604594,1281166,1368848,1377026,1365542,1369911,1369010,1419799,1414296
20252,11500591,화곡6동,3040513,7,7511842000,1309496000,63084000,25046000,1703178000,1320806000,50100000,525825000,478088000,172307000,1863912000,5431622,2533353,2898268,574584,936426,1165469,926506,720695,1107943,1474916,1123591,608117,601708,884696,738596,764217,767505,764949,760510,766539,797275,810627
20252,11500590,화곡본동,2398795,5,5941685000,1964263000,92430000,58570000,914694000,889010000,192670000,163055000,193021000,137882000,1336090000,7881050,3692361,4188691,1203920,1194733,1416793,1278441,1051627,1735539,2437406,1631527,772948,763008,1185357,1090803,1104476,1111935,1085997,1088857,1093024,1176072,1220691
20252,11500570,화곡4동,2423768,5,4426531000,1068273000,157032000,188919000,513206000,773521000,104600000,130833000,351165000,175384000,963598000,4212882,1919486,2293398,805608,508168,612335,671741,624203,990826,1242612,867461,446741,433681,647557,574830,597169,599848,590120,597347,590053,612271,626073
20252,11500560,화곡3동,3132782,7,4460019000,800028000,61619000,20808000,1015318000,16023000,331044000,184211000,348873000,182656000,1499439000,3823167,1728343,2094823,627213,515809,624735,604716,519824,930869,976665,766288,442031,447974,675299,514911,535671,540770,538648,534346,541430,563245,569057
20252,11500550,화곡2동,2385531,5,2167440000,450559000,26068000,210240000,214443000,305147000,94327000,18153000,621568000,42233000,184702000,3595535,1633475,1962061,607693,458172,550181,601115,548621,829752,1086283,727429,360570,364986,561043,495224,503746,505170,498988,492975,500225,540200,554234
20252,11500540,화곡1동,2485455,6,11650858000,2769412000,291489000,119085000,2147715000,477151000,224075000,1003507000,790618000,600728000,3227078000,16521390,7823137,8698253,1726928,2898525,3308595,2724235,2295298,3567809,4357767,3336387,1858367,1888435,2823121,2257313,2330510,2337016,2301753,2310568,2326405,2436951,2478187
20252,11500535,등촌3동,3403390,7,8681202000,1432983000,35062000,109342000,2951463000,284201000,579873000,88145000,501586000,656898000,2041649000,6968744,3216326,3752418,1042488,876563,1242550,1117514,948466,1741160,1837112,1452305,860876,834906,1109124,874421,992526,997165,1003020,1000098,998865,990832,986239
20252,11500530,등촌2동,3352636,7,2421803000,420685000,452331000,94494000,201844000,461311000,105473000,45774000,63114000,49507000,527270000,3745003,1754355,1990648,648166,480727,727880,594206,494610,799415,1106935,802064,400029,387855,546836,501284,535566,534062,532405,529542,525025,538990,549415
20252,11500520,등촌1동,3322838,7,5605421000,1078718000,132824000,105525000,1332155000,371591000,170370000,130165000,464268000,232492000,1587313000,5069501,2327375,2742126,533367,807715,1313435,866515,620063,928407,1460591,1064549,570093,542126,764431,667711,725918,727530,729877,726792,722104,713877,723405
20252,11500510,염창동,4127504,8,6958738000,1980893000,99512000,204637000,703498000,892304000,716136000,53800000,595911000,382933000,1329114000,8254640,3863004,4391635,1856010,846367,1606055,1571050,1030157,1345001,2412383,1726836,853167,841003,1267985,1153268,1172839,1177180,1171627,1183122,1180118,1173624,1196128
20252,11470680,신정7동,4094404,8,4289033000,1308470000,25637000,20654000,1009048000,427716000,491457000,10311000,189030000,71858000,734852000,2965584,1342408,1623175,784907,251022,306120,498678,442165,682693,871926,593848,298855,307778,484459,408718,416413,419784,413694,419867,418330,434447,443050
20252,11470670,신정6동,5384412,9,2821355000,684324000,27835000,0,185348000,35125000,1259989000,28690000,249607000,72360000,278077000,1980340,885881,1094459,577638,161106,210280,383876,276420,371021,527500,407288,222981,231795,335914,254863,280975,282297,281010,283011,281534,284493,287019
20252,11470650,신정4동,2609700,6,10381372000,2068345000,250963000,119957000,2539062000,383858000,666932000,351939000,606221000,403537000,2990558000,10760305,5065989,5694315,1926331,1492014,1615666,1793932,1606236,2326126,3014480,2231856,1182461,1180430,1724680,1426396,1527412,1534622,1523603,1519046,1528154,1568184,1559285
20252,11470640,신정3동,3158844,7,5196657000,1547216000,105187000,16513000,1765292000,105773000,391327000,79542000,364562000,106171000,715074000,7227161,3342743,3884419,1593717,720395,963651,1142899,1126914,1679584,2263176,1562399,735071,667226,988354,1010934,1039138,1043458,1030700,1026710,1030611,1006974,1049570
20252,11470630,신정2동,4725315,8,4228352000,1158037000,34400000,7235000,638463000,114579000,835597000,40404000,257030000,90187000,1052420000,4346884,2004564,2342319,1205207,431944,436056,786796,665096,821785,1188739,864901,483025,493540,737749,578930,606277,610668,602612,605849,615898,651156,654427
20252,11470620,신정1동,5046256,9,4283077000,1079418000,101900000,191993000,499299000,438292000,344763000,185633000,182169000,160823000,1098787000,3052000,1427609,1624392,729444,307807,362863,563900,461714,626272,748885,599403,362528,378426,559679,403078,429027,432918,431043,429224,431133,455368,443287
20252,11470611,신월7동,2343943,5,2118636000,1030931000,16091000,22335000,162169000,99541000,77579000,53188000,162727000,70953000,423122000,2027944,971469,1056475,320243,198304,278180,282000,335474,613744,525466,410330,228819,230043,352489,280797,285525,287590,283137,284503,284396,298057,304737
20252,11470610,신월6동,2857257,6,2495970000,927417000,60444000,55235000,431580000,3597000,165687000,28741000,132325000,72255000,618689000,858784,412089,446694,145873,76640,130895,146458,139964,218955,191979,177084,108246,113611,157305,110559,121969,122250,121592,122284,121318,123868,125503
20252,11470600,신월5동,2615553,6,3400146000,488007000,20113000,73576000,352226000,1066467000,124287000,80102000,285332000,148438000,761598000,2673756,1280463,1393294,509282,299974,394144,408911,391980,669467,707550,578291,333012,308567,411058,335278,384578,387044,385550,389500,382500,367190,377394
20252,11470590,신월4동,2639083,6,3460210000,542679000,11000000,13874000,422731000,1105024000,191186000,131129000,68354000,80606000,893627000,3307237,1561617,1745621,756775,300146,410616,545505,475455,818742,995830,665546,331372,334049,518873,461566,467974,469406,464401,463362,467640,481052,493402
20252,11470580,신월3동,2152244,5,2501425000,574239000,22829000,12356000,261702000,1106757000,70511000,26690000,50183000,65811000,310347000,2643408,1310334,1333075,416737,258860,372185,414071,437811,743745,748630,563042,301227,292046,395503,342962,377977,377597,373061,374685,371425,379259,389404
20252,11470570,신월2동,2727225,6,2925659000,1273178000,39001000,36620000,609315000,164572000,149736000,9848000,115321000,49468000,478600000,3358533,1566196,1792337,706986,329415,478308,559256,475346,809223,991716,683281,349247,347122,521786,465379,475190,478500,472632,471596,471094,486447,503075
20252,11470560,신월1동,2227154,5,3845001000,1928379000,75579000,94074000,299235000,84445000,77809000,166260000,220087000,69128000,830005000,3861175,1903567,1957608,491495,414905,573600,640148,622493,1118533,1129714,783478,407806,409331,605495,525353,544511,545910,534540,535059,540323,571531,589303
20252,11470550,목5동,5987821,9,13621261000,1987372000,106915000,34234000,5099679000,9327000,4349357000,22683000,491029000,215336000,1305329000,4705078,2176969,2528108,1569450,385780,400230,920856,645029,783734,1235913,934248,516326,546397,832829,639367,657108,660840,654136,653599,664339,708128,706924
20252,11470540,목4동,3426858,7,5284867000,2190247000,63578000,44179000,948800000,12430000,489463000,97500000,257874000,108290000,1072506000,5394307,2563964,2830343,1232225,658102,648853,884025,926554,1044549,1662958,1110105,537995,533225,801711,748312,767192,765051,753902,752799,758707,790659,805999
20252,11470530,목3동,3101712,7,6431554000,2735408000,200105000,130143000,1197295000,23770000,205028000,187156000,298394000,241034000,1213221000,4759808,2173873,2585935,782290,560882,803658,752274,715613,1145089,1350395,950539,499759,495888,781637,681590,671669,671953,666551,664968,668734,698021,717910
20252,11470520,목2동,3244963,7,4484778000,1144189000,87464000,65203000,661916000,576401000,290405000,67780000,237100000,88850000,1265470000,6547481,3015363,3532120,1090376,855850,1153297,1056813,968458,1422686,1998671,1373344,631095,628999,997057,918317,918595,923961,909365,906072,912861,976926,999702
20252,11470510,목1동,5667672,9,25892186000,2366808000,147639000,124542000,5759234000,109507000,3573466000,262042000,7323283000,1524389000,4701276000,4554224,2097561,2456663,1333076,475182,519546,899234,645043,682144,836902,880344,646287,688100,956589,546000,633141,640853,639276,646344,660640,696159,637810
20252,11440740,상암동,4158486,8,14123091000,1772849000,105914000,31984000,1275851000,95148000,2184381000,164388000,4344343000,730586000,3417647000,5223602,2515604,2707998,772988,824354,1056713,1076536,747031,745981,1144305,1143629,751108,727595,863216,593748,790736,789028,811432,808569,770759,642170,610908
20252,11440730,성산2동,3521472,7,8110788000,4802170000,97963000,37895000,408043000,351332000,423491000,66928000,341257000,560032000,1021677000,6551570,2890679,3660892,1051102,1055485,1171746,1120577,949678,1202982,1963563,1375739,663959,657514,992731,898065,923857,930822,916210,919503,918121,967338,975719
20252,11440720,성산1동,2814646,6,3618084000,912711000,67132000,29778000,299985000,552460000,213214000,49956000,335273000,112704000,1044871000,5871259,2640863,3230397,832460,936334,1151838,1148959,841049,960620,1563664,1240153,689434,682166,940366,755477,832701,834077,832999,833077,831416,847509,859477
20252,11440710,연남동,2980162,6,8055232000,1601517000,390400000,32045000,148703000,40465000,103282000,326242000,271358000,316051000,4825169000,6440816,2869625,3571191,613560,1629864,1478414,1085761,731861,901356,1583252,1227406,792349,847581,1177771,812455,889310,890055,887139,895423,919158,986096,973635
20252,11440700,망원2동,2912810,6,3746173000,1297968000,107845000,85670000,228406000,113612000,118214000,85553000,364832000,134978000,1209095000,5697801,2550400,3147400,770257,815282,1044700,1025165,895168,1147230,1642912,1149483,594394,611158,923999,775855,789936,796498,782612,783378,796963,858221,890193
20252,11440690,망원1동,2802536,6,7949072000,2451861000,321216000,94763000,752594000,40792000,99514000,249141000,332473000,269718000,3337000000,6742021,2970081,3771940,644950,1307459,1498393,1174057,870073,1247089,1925965,1307551,716502,751693,1116347,923964,916876,927947,913647,924188,947480,1045134,1066748
20252,11440680,합정동,3195027,7,9818480000,1802521000,353615000,262827000,1121878000,97793000,201714000,433779000,655014000,533788000,4355551000,4527896,2087644,2440252,426911,1027534,1113872,778015,551105,630459,970713,879584,623629,629036,866752,558180,633416,636049,643108,646751,668720,661646,638208
20252,11440660,서교동,3212258,7,58705970000,6883497000,4993440000,778760000,8082175000,149320000,2204889000,4489329000,7837115000,3599079000,19688366000,17202186,7610665,9591521,1816312,5836966,3592410,2575912,1675172,1705413,2916891,2852422,2556044,2940736,3884575,2051519,2341651,2349315,2381206,2418298,2558552,2706658,2446507
20252,11440655,서강동,4339738,8,6285663000,1429507000,263435000,29118000,166948000,256767000,553112000,198471000,1179846000,296740000,1911719000,6202643,2915880,3286763,947891,1586473,1044966,949385,724096,949833,1576673,1257347,751412,774832,1061835,780546,869539,880263,886328,884731,889788,904589,887406
20252,11440630,신수동,4157605,8,3070229000,720029000,29254000,99592000,1002204000,64436000,175865000,38015000,130285000,64590000,745959000,4938411,2370767,2567645,920444,871052,743540,809313,695079,898984,1264541,1038749,601223,594296,819833,619771,702047,708842,707830,702931,700668,706606,709486
20252,11440610,염리동,4051438,8,71014555000,365822000,31635000,120867000,175701000,365812000,316666000,22576000,67953507000,50656000,1611313000,5591352,2482479,3108873,1081730,734567,950025,1152005,792514,880510,1511664,1156862,644912,639578,897578,740759,807255,810418,813746,810419,800692,777809,771015
20252,11440600,대흥동,3421062,7,6187669000,1157409000,65985000,62829000,1286632000,9746000,1258725000,73229000,488146000,264788000,1520180000,7089241,3172753,3916488,1047614,2263726,1096391,982272,766012,933226,1570641,1480663,947638,954520,1280732,855045,1014034,1035279,1042427,1039258,1020382,997193,940668
20252,11440590,용강동,4787212,8,7401550000,1342667000,44369000,83916000,1427535000,327205000,616496000,206537000,608476000,210517000,2533832000,5605986,2577668,3028318,1122857,581662,935016,1123024,837675,1005753,1426740,1144194,680647,686163,970678,697564,806867,811873,815856,812989,809980,786150,762270
20252,11440585,도화동,4217433,8,7965758000,765366000,60249000,107654000,1784435000,470195000,133900000,344195000,797012000,574331000,2928421000,3870390,1806500,2063891,412029,538185,800642,704813,603426,811294,831627,763218,511485,522479,754506,487076,550550,550541,554352,551036,557870,560468,545574
20252,11440565,공덕동,4047702,8,5554179000,1112796000,74988000,146421000,885858000,224455000,221130000,133183000,716257000,271928000,1767163000,12582687,5762785,6819902,1795399,1800182,2330825,2150526,1953335,2552418,3496924,2659226,1435491,1387768,1950846,1652430,1817420,1812024,1817281,1807933,1793323,1758802,1775903
20252,11440555,아현동,5237419,9,6242724000,1982577000,118625000,40664000,1466833000,27208000,328552000,29008000,452347000,428758000,1368152000,7999211,3394379,4604833,1731865,928371,1447031,1453099,1108622,1330221,1992473,1748649,1019695,999727,1278568,960099,1168972,1171281,1182726,1172684,1160550,1066439,1076558
20252,11410720,북가좌2동,2590646,6,3846880000,1080213000,33910000,97682000,483819000,49148000,397275000,114579000,237195000,156151000,1196908000,9594320,4300414,5293905,1498621,1286848,1425888,1548713,1488255,2345994,2691047,1901566,1003937,1051332,1612474,1333963,1347752,1350696,1330296,1333652,1339997,1429316,1462611
20252,11410710,북가좌1동,4005416,8,2028828000,531525000,24690000,13625000,658086000,51607000,266820000,8285000,138832000,123291000,212067000,2509186,1134572,1374615,556330,236083,334242,441339,390916,550275,734861,514853,256572,254787,395302,352811,354719,354644,351597,351840,354748,366492,375146
20252,11410700,남가좌2동,3237719,7,5709985000,2089660000,83142000,44872000,677541000,211498000,425381000,102313000,325560000,259502000,1490516000,6285178,2807419,3477760,1099564,1450126,835874,891504,791447,1216663,1641410,1306102,750651,740946,1033672,812397,898248,909246,911390,906666,869496,893073,897060
20252,11410690,남가좌1동,4622839,8,3022478000,719452000,82036000,0,1175732000,30775000,118275000,51853000,142249000,182533000,519573000,1268787,557121,711667,325906,119652,178043,229268,178421,237499,284815,257583,151218,169593,244298,161278,175477,178107,174544,175053,178155,196095,191355
